ID,question_id,question_text,student_answer,label
25,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A switch contained in a closed bath with a bulb and a battery will affect the bulb.,correct
26,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A switch contained in a closed path with a bulb and a battery will affect the bulb.,correct
27,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path opens the circuit,incorrect
28,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,when the switches are closed the path flows,incorrect
29,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the bulb is contained in an closed circuit,incorrect
30,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if they are closed or open,incorrect
31,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,l,incorrect
32,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path has to be closed in order for the bulb to be on.,incorrect
33,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path may not connect a bulb to the switch.,incorrect
34,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The switch determines whether the path is open or closed.,incorrect
35,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If the path contains the switch, the bulb is affected.",incorrect
36,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the path is open or closed,incorrect
37,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path passes the energy through the switch,incorrect
38,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch is contained in a path and then it is contained in a closed cercuit,incorrect
39,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,a bulb is contained in a closed path,incorrect
40,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the switch it is in the closed path, then it affects the bulb",incorrect
41,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the switch is included in the bulb""s closed path, then the switch being open will affect the bulb",correct
42,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,battery and bulb,incorrect
43,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,open switch,incorrect
44,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,no role,incorrect
45,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,there is no path when a switch is open,incorrect
46,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path only determines if a bulb is off when the switch is open,incorrect
47,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the bulb is contained within the path,incorrect
48,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path must be closed and contain the battery,incorrect
49,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The bulb must be in a closed pathway containing the battery,incorrect
50,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The switch is contained in the pathway of the bulb and the battery,correct
51,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path has to be closed for the bulb to light up,incorrect
52,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,fuck you,incorrect
53,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,i dont know,incorrect
54,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the path is closed with the battery, the switch doesnt affect it",incorrect
55,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,tell answer,incorrect
56,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The switch is contained in the path,incorrect
57,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If there is an open switch in the path, the bulb will not be on.",incorrect
58,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The bulb is contained in a path with an open switch,correct
59,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the bulb is on the same path as the switch,correct
60,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch affects the bulb if it is on the same path,correct
61,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,bulbs will be affected by switches that are in the path to the battery,incorrect
62,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,bulbs will be affected by switches that are in the path,incorrect
63,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If the path is not closed, the switch will not affect the bbulb",incorrect
64,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path has to be closed in order for a switch to affect a bulb,incorrect
65,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If the switch is open, the path is not closed",incorrect
66,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if a path is connected to an oen switch, the bulb will be off.",incorrect
67,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the path is connected to an open switch, the bulb will be off.",incorrect
68,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,i give up.,incorrect
69,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,If the path is not closed then a bulb will not be on,incorrect
70,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path must be closed,incorrect
71,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path has to be closed,incorrect
72,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch has to be within a closed path with the bulb and battery,correct
73,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,it can be either closed or open,incorrect
74,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch being open or closed determines if the path is closed or not,incorrect
75,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,bulbs must be in a closed path with the battery in order to work,incorrect
76,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,bulb is contained in closed path,incorrect
77,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,switch is closed to make a closed path,incorrect
78,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,it depends on whether its an open or closed path,incorrect
79,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch has to be located within a closed path for the bulb to go on,incorrect
80,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A switch will affect the bulb if they are contained in the same path.,correct
81,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A switch will affect any bulb that is in the same path.,correct
82,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"A bulb with an open switch in it""s path cannot turn on.",correct
83,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The bulb has to be in the same closed path as the battery which is connected to the switch.,correct
84,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,It determines whether or not the light bulbs will turn on.,incorrect
85,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path a bulb is on determines whether or not a switch affects a bulb,incorrect
86,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,a switch must be closed to create a closed path circuit. a bulb will turn on if it is on a closed path. a bulb will not turn on if it is on an open circuit or if a switch is open.,incorrect
87,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,The path determines if the bulb will turn on or not,incorrect
88,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"Path must be complete for bulb to be on. If switch is open, it breaks the path",incorrect
89,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"The path to the battery must be closed, so the switch must be closed in order for the bulb to be on.",incorrect
90,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if there is a closed path the light bulb will light and if it is cut off it will not light,incorrect
91,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the path must be closed in order for the bulb to be lit,incorrect
92,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A closed path with a battery enables the bulb to be on.,incorrect
93,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,depends on whether it is before or after the bulb,incorrect
94,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"a large one, if it is closed it will light up but if it is open it will not",incorrect
95,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,it does,incorrect
96,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,it closes the circuit,incorrect
97,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,When switch is open it creates a gap in the path.,incorrect
98,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if a path has an open ciricuit, all bulbs on the path will be off",incorrect
99,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the switch is in the path is can affect the light bulb,incorrect
100,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the path is open the bulb will be off,incorrect
101,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If the path contains is closed with a battery, the bulb will light up.",incorrect
102,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if a switch is not in a bulbs closed circuit then it will not affect the bulb,incorrect
103,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"Energy flows through the path so if there""s a gap, there""s no energy",incorrect
104,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the switch is contained in the same path as the bulb and battery, it must be closed for the bulb to be connected.",correct
105,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,if the switch is in a closed path with the lightbulb it must be closed for the lightbulb to be on,correct
106,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,If a switch is connected to a bulb it will still work.,incorrect
107,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,A bulb in a closed path is not affected if the switch is closed.,incorrect
108,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,If the path is unbroken by the switch then the switch will not have an affect,incorrect
109,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,it the switch is blocking the battery it effects it if not then it doesnt matter.,incorrect
110,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"I don""t know",incorrect
111,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,If the switch is in front of the path of a light bulb or not.,incorrect
112,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"if the path is closed, the bulbs will remain on.",incorrect
113,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,"If the path is directly connected to the battery, then the switch affects a bulb.",incorrect
114,PARALLEL_SWITCH_EXPLAIN_Q3,What role does the path play in determining whether or not a switch affects a bulb?,the switch has to be contained in the same path as the bulb and the battery,correct
115,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is no difference in electrical states,incorrect
116,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are the same,incorrect
117,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,i do not know,incorrect
118,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminal are seperated by a gap when the bulb goes out,incorrect
119,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is no difference between the two terminals.,incorrect
120,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The bulb is off.,incorrect
121,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,they are connnected to the negative terminal of the battery,correct
122,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminal and the battery terminal have the same electrical state.,correct
123,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminal is connected to the battery terminal.,correct
124,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is no gap so there is no difference in voltage,incorrect
125,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The positive battery terminal is seperated from the negative battery terminal,incorrect
126,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap.,incorrect
127,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap between the positive battery connection and the bulb terminal.,incorrect
128,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap between the battery terminal and the bulb terminal.,incorrect
129,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap between the positive battery terminal and the bulb terminal.,incorrect
130,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap between the bul and battery terminal.,incorrect
131,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is a gap between the bulb and the battery terminal.,incorrect
132,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is not a gap in the connection,incorrect
133,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminal is connected to the difference of the battery terminal,incorrect
134,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The electrical states of the bulb terminal and the battery terminal are the same.,correct
135,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,its not working,incorrect
136,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminal it is connected to is not working,incorrect
137,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the two terminals will both be 0,incorrect
138,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,a terminal is connected to differenet states,incorrect
139,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is no difference in electrical states.,correct
140,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,A terminal is connected to the battery.,correct
141,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb will not light,incorrect
142,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminal is connected to postive end of battery,incorrect
143,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,that there is no electrical connection,incorrect
144,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,no electricity,incorrect
145,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,to a battery,incorrect
146,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is none,incorrect
147,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a separation,incorrect
148,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb is connected to the battery terminal,correct
149,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminals are connected to the battery terminal,correct
150,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,It tells you that it is connected to a positive battery terminal.,incorrect
151,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,that buld and the battery terminals are connected,correct
152,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,bulb,incorrect
153,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,it is negative,incorrect
154,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The connection is closed,incorrect
155,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,it is closed,incorrect
156,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The terminal is connected to the bulb,incorrect
157,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,That it is a negative terminal.,incorrect
158,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,The terminal is connected to a negative terminal.,incorrect
159,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is no connectivity,incorrect
160,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,no connection,incorrect
161,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,a terminal is connected to the positive battery terminal,incorrect
162,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,they are the same state,correct
163,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminal is connected to the battery terminal,incorrect
164,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,that there is no difference between the electrical states of the bulb terminal and the battery terminal,correct
165,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are separated by a gap,incorrect
166,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the terminals are sepatated by a gap and the battery terminal and bulb terminal are connected,correct
167,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,Tells you that there is a gap,incorrect
168,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,A voltage reading of 0 means there is a gap,incorrect
169,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,there is a gap in the connection.,incorrect
170,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,a voltage reading of 0 volts indicates a gap in the circuit.,incorrect
171,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,i dont know!!!!,incorrect
172,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is no connection.,incorrect
173,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is not a connection between a bulb terminal and a battery terminal.,incorrect
174,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,There is a bad connection between a bulb terminal and a battery terminal.,incorrect
175,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminal and battery terminal are not connected to one another,incorrect
176,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,that the bulb terminal and battery terminal are on the same side of a disconnected circut,incorrect
177,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,they do not create a circut,incorrect
178,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminal and the battery terminal are separated by a gap,incorrect
179,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,the bulb terminal and the negative battery terminal are separated by a gap,incorrect
180,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,i dont know the rest,incorrect
181,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,seperate,incorrect
182,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,connected to battery,incorrect
183,VOLTAGE_DIFF_DISCUSS_1_Q,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,that it is connected to the negative terminal,incorrect
